sample_type,alias_name,test_type,loinc_code,component,loinc_name
혈액,LFT,ALLERGY,81973-0,dermatophagoides pteronyssinus recombinant (rder p) 2 ab.ige.rast class,deprecated european house dust mite recombinant (rder p) 2 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81974-8,dermatophagoides pteronyssinus recombinant (rder p) 10 ab.ige.rast class,deprecated european house dust mite recombinant (rder p) 10 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81975-5,dog recombinant (rcan f) 1 ab.ige.rast class,deprecated dog recombinant (rcan f) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81976-3,dog recombinant (rcan f) 2 ab.ige.rast class,deprecated dog recombinant (rcan f) 2 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81977-1,dog recombinant (rcan f) 5 ab.ige.rast class,deprecated dog recombinant 5 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81978-9,horse recombinant (requ c) 1 ab.ige.rast class,deprecated horse recombinant (requ c) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81979-7,cat recombinant (rfel d) 4 ab.ige.rast class,deprecated cat recombinant (rfel d) 4 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81980-5,cat recombinant (rfel d) 1 ab.ige.rast class,deprecated cat recombinant (rfel d) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81981-3,conalbumin native (ngal d) 3 ab.ige.rast class,deprecated conalbumin native (ngal d) 3 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81982-1,arachis hypogaea recombinant (rara h) 8 ab.ige.rast class,deprecated peanut recombinant (rara h) 8 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81983-9,glycine max recombinant (rgly m) 4 ab.ige.rast class,deprecated soybean recombinant (rgly m) 4 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81984-7,bertholletia excelsa recombinant (rber e) 1 ab.ige.rast class,deprecated brazil nut recombinant (rber e) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81985-4,cyprinus carpio recombinant (rcyp c) 1 ab.ige.rast class,deprecated cyprinus carpio recombinant (rcyp c) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81986-2,triticum aestivum recombinant (rtri a) 19 ab.ige.rast class,deprecated wheat recombinant (rtri a) 19 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81987-0,prunus persica recombinant (rpru p) 1 ab.ige.rast class,deprecated peach recombinant (rpru p) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81988-8,prunus persica recombinant (rpru p) 3 ab.ige.rast class,deprecated peach recombinant (rpru p) 3 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81989-6,prunus persica recombinant (rpru p) 4 ab.ige.rast class,deprecated peach recombinant (rpru p) 4 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81990-4,arachis hypogaea recombinant (rara h) 1 ab.ige.rast class,deprecated peanut recombinant (rara h) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81991-2,arachis hypogaea recombinant (rara h) 2 ab.ige.rast class,deprecated peanut recombinant (rara h) 2 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81992-0,arachis hypogaea recombinant (rara h) 3 ab.ige.rast class,deprecated peanut recombinant (rara h) 3 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81993-8,corylus avellana recombinant (rcor a) 8 ab.ige.rast class,deprecated hazelnut recombinant (rcor a) 8 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81994-6,arachis hypogaea recombinant (rara h) 9 ab.ige.rast class,deprecated peanut recombinant (rara h) 9 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81995-3,corylus avellana recombinant (rcor a) 1 ab.ige.rast class,deprecated hazelnut recombinant (rcor a) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81996-1,actinidia deliciosa recombinant (ract d) 8 ab.ige.rast class,deprecated kiwi recombinant (ract d) 8 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81997-9,glycine max native (ngly m) 5 ab.ige.rast class,deprecated soybean native (ngly m) 5 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81998-7,glycine max native (ngly m) 6 ab.ige.rast class,deprecated soybean native (ngly m) 6 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81999-5,triticum aestivum recombinant (rtri a) 14 ab.ige.rast class,deprecated wheat recombinant (rtri a) 14 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82000-1,malus domestica recombinant (rmal d) 1 ab.ige.rast class,deprecated apple recombinant (rmal d) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82001-9,actinidia deliciosa native (nact d) 1 ab.ige.rast class,deprecated kiwi native (nact d) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82002-7,corylus avellana native (ncor a) 9 ab.ige.rast class,deprecated hazelnut native (ncor a) 9 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82003-5,dioscorea batatas ab.ige.rast class,deprecated yam ige ab rast class in serum
혈액,LFT,ALLERGY,82004-3,(allium cepa+allium sativum+sesamum indicum+yeast) ab.ige.rast class,deprecated food allergen mix 25a (onion+garlic+sesame seed+yeast) ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82005-0,cynodon dactylon native (ncyn d) 1 ab.ige.rast class,deprecated bermuda grass native (ncyn d) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82006-8,house dust bencard ab.ige.rast class,deprecated house dust bencard ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82007-6,polistes spp recombinant (rpol d) 5 ab.ige.rast class,deprecated paper wasp recombinant (rpol d) 5 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82008-4,polistes dominulus ab.ige.rast class,deprecated european paper wasp ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82009-2,apis mellifera phospholipase a2 native (napi m) 1 ab.ige.rast class,deprecated honey bee phospholipase a2 native (napi m) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82010-0,latex recombinant (rhev b) 1 ab.ige.rast class,deprecated latex recombinant (rhev b) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82011-8,latex recombinant (rhev b) 3 ab.ige.rast class,deprecated latex recombinant (rhev b) 3 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82012-6,latex recombinant (rhev b) 5 ab.ige.rast class,deprecated latex recombinant (rhev b) 5 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82013-4,latex recombinant (rhev b) 6.01 ab.ige.rast class,deprecated latex recombinant (rhev b) 6.01 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82014-2,latex recombinant (rhev b) 6.02 ab.ige.rast class,deprecated latex recombinant (rhev b) 6.02 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82015-9,latex recombinant (rhev b) 8 ab.ige.rast class,deprecated latex recombinant (rhev b) 8 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82016-7,latex recombinant (rhev b) 9 ab.ige.rast class,deprecated latex recombinant (rhev b) 9 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82017-5,latex recombinant (rhev b) 11 ab.ige.rast class,deprecated latex recombinant (rhev b) 11 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82018-3,lipolase ab.ige.rast class,deprecated lipolase ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82019-1,termamyl ab.ige.rast class,deprecated termamyl ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82020-9,aspergillus flavus ab.ige.rast class,deprecated aspergillus flavus ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82022-5,"galactose-alpha-1,3-galactose ab.ige.rast class","deprecated galactose-alpha-1,3-galactose (alpha-gal) ige ab rast class [presence] in serum"
혈액,LFT,ALLERGY,82023-3,phadiatop ab.ige.rast class,deprecated phadiatop ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82024-1,phadiatop infant ab.ige.rast class,deprecated phadiatop infant ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82025-8,epinephelus lanceolatus ab.ige.rast class,deprecated giant grouper ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82026-6,bromelin muxf3 ab.ige.rast class,deprecated bromelin muxf3 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82027-4,ulmus crassifolia ab.ige.rast class,deprecated cedar elm ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82028-2,elaeagnus angustifolia ab.ige.rast class,deprecated russian olive ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82029-0,olea europaea native (nole e) 1 ab.ige.rast class,deprecated olive pollen native (nole e) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82030-8,cupressus arizonica native (ncup a) 1 ab.ige.rast class,deprecated arizona cypress native (ncup a) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,82033-2,(alnus incana+corylus avellana+ulmus americana+salix caprea+populus deltoides) ab.ige.rast class,tree allergen mix 5 (grey alder+hazelnut+white elm+willow+cottonwood) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82034-0,(acer negundo+betula verrucosa+fagus grandifolia+quercus alba+juglans californica) ab.ige.rast class,tree allergen mix 6 (boxelder+silver birch+american beech+white oak+california walnut) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82036-5,(olea europaea+salix caprea+pinus strobus+eucalyptus spp+acacia longifolia+melaleuca leucadendron) ab.ige.rast class,tree allergen mix 7 (olive+willow+eastern white pine+eucalyptus spp+wattle+cajeput) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82037-3,(acer negundo+betula verrucosa+corylus avellana+quercus alba+platanus acerifolia) ab.ige.rast class,tree allergen mix 8 (boxelder+silver birch+hazelnut+white oak+london plane or maple leaf sycamore) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82038-1,(alnus incana+betula verrucosa+corylus avellana+quercus alba+salix caprea) ab.ige.rast class,tree allergen mix 9 (grey alder+silver birch+hazelnut+white oak+willow) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82039-9,(ambrosia elatior+ambrosia psilostachya+ambrosia trifida) ab.ige.rast class,weed allergen mix 209 (common ragweed+western ragweed+giant ragweed) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82040-7,(artemisia vulgaris+chenopodium album+plantago lanceolata+solidago virgaurea+urtica dioica) ab.ige.rast class,weed allergen mix 3 (mugwort+goosefoot or lambs quarters+english plantain+goldenrod+nettle) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82042-3,(ambrosia elatior+artemisia vulgaris+chrysanthemum leucathemum+taraxacum vulgare+solidago virgaurea) ab.ige.rast class,weed allergen mix 5 (common ragweed+mugwort+ox-eye daisy+dandelion+goldenrod) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82044-9,(chrysanthemum leucanthemum+taraxacum vulgare+plantago lanceolata+chenopodium album+solidago virgaurea) ab.ige.rast class,weed allergen mix 7 (ox-eye daisy+dandelion+english plantain+goosefoot or lambs quarters+goldenrod) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82046-4,(cat dander+dog dander+guinea pig epithelium+mouse+rat) ab.ige.rast class,epidermal allergen mix 2 (cat dander+dog dander+guinea pig epithelium+mouse+rat) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82048-0,(guinea pig epithelium+hamster epithelium+mouse+rabbit epithelium+rat) ab.ige.rast class,epidermal allergen mix 70 (guinea pig epithelium+hamster epithelium+mouse+rabbit epithelium+rat) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82049-8,(budgerigar feather+canary feather+finch feather+parakeet feather+parrot feather) ab.ige.rast class,epidermal allergen mix 72 (budgerigar feather+canary feather+finch feather+parakeet feather+parrot feather) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82050-6,(arachis hypogaea+bertholletia excelsa+cocos nucifera+corylus avellana+prunus dulcis) ab.ige.rast class,food allergen mix 1 (peanut+brazil nut+coconut+hazelnut+almond) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82051-4,(beef+chicken meat+egg yolk+pork+turkey meat) ab.ige.rast class,food allergen mix 10 (beef+chicken meat+egg yolk+pork+turkey meat) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82053-0,(agaricus hortensis+cucurbita pepo+oryza sativa+secale cereale+solanum tuberosum) ab.ige.rast class,food allergen mix 12 (mushroom+pumpkin+rice+rye+potato) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82055-5,(daucus carota+phaseolus vulgaris+pisum sativum+solanum tuberosum) ab.ige.rast class,food allergen mix 13 (carrot+white bean+peas+potato) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82056-3,(brassica oleracea var capitata+capsicum annuum+lycopersicon lycopersicum+spinacia oleracea) ab.ige.rast class,food allergen mix 14 (cabbage+paprika+tomato+spinach) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82057-1,(citrus sinensis+malus sylvestris+musa spp+prunus persica) ab.ige.rast class,food allergen mix 15 (orange+apple+banana+peach) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82058-9,(ananas comosus+ citrus limon+ fragaria vesca+ pyrus communis) ab.ige.rast class,food allergen mix 16 (pineapple+lemon+strawberry+pear) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82060-5,(arachis hypogaea+glycine max+pisum sativum) ab.ige.rast class,food allergen mix 18 (peanut+soybean+peas) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82061-3,(cucumis sativus+daucus carota+solanum tuberosum+spinacia oleracea) ab.ige.rast class,food allergen mix 19 (cucumber+carrot+potato+spinach) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82062-1,(beef+chicken meat+pork+turkey meat) ab.ige.rast class,food allergen mix 23 (beef+chicken meat+pork+turkey meat) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82063-9,(actinidia chinensis+corylus avellana+musa spp+pandalus borealis) ab.ige.rast class,food allergen mix 24 (kiwi+hazelnut+banana+shrimp) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82064-7,(arachis hypogaea+cow milk+egg white+mustard) ab.ige.rast class,food allergen mix 26 (peanut+cow milk+egg white+mustard) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82065-4,(corylus avellana+gadus morhua+glycine max+triticum aestivum) ab.ige.rast class,food allergen mix 27 (hazelnut+codfish+soybean+wheat) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82066-2,(actinidia chinensis+beef+pandalus borealis+sesamum indicum) ab.ige.rast class,food allergen mix 28 (kiwi+beef+shrimp+sesame seed) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82067-0,(citrus sinensis+citrus limon+citrus paradisi+citrus reticulata) ab.ige.rast class,citrus allergen mix (orange+lemon+grapefruit+clementine) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82069-6,(avena sativa+fagopyrum esculentum+sesamum indicum+triticum aestivum+zea mays) ab.ige.rast class,food allergen mix 3 (oat+buckwheat+sesame seed+wheat+corn) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82070-4,(allium cepa+allium sativum+apium graveolens+lycopersicon lycopersicum+yeast) ab.ige.rast class,food allergen mix 7 (onion+garlic+celery+tomato+yeast) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82071-2,(artemisia dracunculus+levisticum officinale+origanum majorana+thymus vulgaris) ab.ige.rast class,food allergen mix 70 (tarragon+lovage+marjoram+thyme) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82072-0,(carum carvi+elettaria cardamomum+mace+syzygium aromaticum) ab.ige.rast class,food allergen mix 71 (caraway+cardamon+mace+clove) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82073-8,(foeniculum vulgare seed+ocimum basilicum+pimpinella anisum+zingiber officinale) ab.ige.rast class,food allergen mix 72 (fennel seed+basil+anise+ginger) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82075-3,(beef+chicken+pork) ab.ige.rast class,food allergen mix fx73 (beef+chicken+pork) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82076-1,(clupea harengus+gadus morhua+pleuronectes platessa+scomber scombrus) ab.ige.rast class,food allergen mix 74 (herring+cod+plaice+mackerel) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82077-9,(bertholletia excelsa+citrus sinensis+corylus avellana+malus sylvestris+theobroma cacao) ab.ige.rast class,food allergen mix 8 (brazil nut+orange+hazelnut+apple+cocoa) ige ab rast class [presence] in serum by multidisk
혈액,LFT,ALLERGY,82079-5,(actinidia chinensis+cucumis melo+musa spp+prunus dulcis+vitis vinifera) ab.ige.rast class,food allergen mix 9 (kiwi+melon+banana+almond+grape) ige ab rast class [presence] in serum by multidisk
